wallet,chain,entity,country,risk_score,last_activity,flow_usd,source
35LScRJ8hzDvvWh9t9UA8bHGnGNVz3YEfa,Bitcoin,,,95,2026-03-27T12:00:25.852+00:00,,https://blockchain.watch/alerts
35KAdTa2vqnJzitF2xiUzZn1Gmcas2Y465,Bitcoin,,,95,2026-03-27T12:00:25.82+00:00,,https://blockchain.watch/alerts
35qwVtMEohWDdBWRiCSR7azoP5cbY8SG1Q,Bitcoin,,,95,2026-03-27T12:00:25.778+00:00,,https://blockchain.watch/alerts
17mhyeBX617ABZ1ffThhUTJkHUcMvCkfd5,Bitcoin,,,95,2026-03-27T12:00:25.745+00:00,,https://blockchain.watch/alerts
3K4rjdh8A5yi6LWvft2rbmyZvqEbPSSSX4,Bitcoin,,,95,2026-03-27T12:00:25.712+00:00,,https://blockchain.watch/alerts
0x7CEd75026204aC29C34bEA98905D4C949F27361e,Ethereum,,,95,2026-03-27T12:00:25.642+00:00,,https://blockchain.watch/alerts
0xD8500C631dC32FA18645B7436344a99E4825e10e,Ethereum,,,95,2026-03-27T12:00:25.597+00:00,,https://blockchain.watch/alerts
0x57EC89A0C056163A0314e413320f9B3ABe761259,Ethereum,,,95,2026-03-27T12:00:25.559+00:00,,https://blockchain.watch/alerts
0xb338962B92CD818D6aef0A32a9ECD01212a71f33,Ethereum,,,95,2026-03-27T12:00:25.519+00:00,,https://blockchain.watch/alerts
0xf4377edA661e04B6DDA78969796Ed31658D602D4,Ethereum,,,95,2026-03-27T12:00:25.478+00:00,,https://blockchain.watch/alerts
0x8Dce2aAC0dE82bdCAf6b4373B79f94331b8e4995,Ethereum,,,95,2026-03-27T12:00:25.43+00:00,,https://blockchain.watch/alerts
0x7FF9cFad3877F21d41Da833E2F775dB0569eE3D9,Ethereum,,,95,2026-03-27T12:00:25.391+00:00,,https://blockchain.watch/alerts
3E6ZCKRrsdPc35chA9Eftp1h3DLW18NFNV,Bitcoin,,,95,2026-03-27T12:00:25.348+00:00,,https://blockchain.watch/alerts
3Lpoy53K625zVeE47ZasiG5jGkAxJ27kh1,Bitcoin,,,95,2026-03-27T12:00:25.281+00:00,,https://blockchain.watch/alerts
372Wk9NLrMkJzKgqJdatWJy4bYRfxFjgat,Bitcoin,,,95,2026-03-27T12:00:24.787+00:00,,https://blockchain.watch/alerts
3BsyZ7qRFSi3NsaoV1Ff724qAgrEpjVUHm,Bitcoin,,,95,2026-03-27T12:00:24.739+00:00,,https://blockchain.watch/alerts
3NQ1aa9ceirMJ1JvRq3eXefvXj1L639fzX,Bitcoin,,,95,2026-03-27T12:00:24.674+00:00,,https://blockchain.watch/alerts
35QpLWYkvD3ALhjbge5bK2kd7HfHYcDMu3,Bitcoin,,,95,2026-03-27T12:00:24.604+00:00,,https://blockchain.watch/alerts
0xfec8a60023265364d066a1212fde3930f6ae8da7,Ethereum,,,95,2026-03-27T12:00:24.488+00:00,,https://blockchain.watch/alerts
3AjyprBY5yhijiCjUC5NUJutGbwhd3AQdE,Bitcoin,,,95,2026-03-27T12:00:24.412+00:00,,https://blockchain.watch/alerts
3DNsaQnaUz7wkQny1ZDSmtz6QfbEShxoDD,Bitcoin,,,95,2026-03-27T12:00:24.347+00:00,,https://blockchain.watch/alerts
31p6woV4e55HUfC2aGynFhzQnGoJFW26cD,Bitcoin,,,95,2026-03-27T12:00:24.281+00:00,,https://blockchain.watch/alerts
39Te8MbphSgs7npDJPj2hbNzhke61NTcnB,Bitcoin,,,95,2026-03-27T12:00:24.236+00:00,,https://blockchain.watch/alerts
389Sft4nJFkPGhbagk9FN4jXncA9piYTuU,Bitcoin,,,95,2026-03-27T12:00:24.184+00:00,,https://blockchain.watch/alerts
158treVZBGMBThoaympxccPdZPtqUfYrT9,Bitcoin,,,95,2026-03-27T12:00:24.107+00:00,,https://blockchain.watch/alerts
3N9YcPBDky9UsMx1RTk33tL4jDkZfSnsPk,Bitcoin,,,95,2026-03-27T12:00:24.004+00:00,,https://blockchain.watch/alerts
32wdqwX3zCEX3DhAVEcKwXCEGdzgBnx1R9,Bitcoin,,,95,2026-03-27T12:00:23.953+00:00,,https://blockchain.watch/alerts
33xWfziVZesgo83U5izdNCBVTnrtBpSwK7,Bitcoin,,,95,2026-03-27T12:00:23.908+00:00,,https://blockchain.watch/alerts
347QFbejDBdMZFTxpmn6evvvqyXiqZTCd7,Bitcoin,,,95,2026-03-27T12:00:23.858+00:00,,https://blockchain.watch/alerts
3MTrJTFhYK9v1C6pjHtuweZSopfZa4b1wb,Bitcoin,,,95,2026-03-27T12:00:23.794+00:00,,https://blockchain.watch/alerts
3H3rh85qPaGLy2w6618yZNaH7i8asHv46B,Bitcoin,,,95,2026-03-27T12:00:23.753+00:00,,https://blockchain.watch/alerts
3K7PMJyMNVnxqsfpmK9r9nJDtzDw9wNwNV,Bitcoin,,,95,2026-03-27T12:00:23.693+00:00,,https://blockchain.watch/alerts
3NRJ8aXdUiZdHaiFX9ePX3DhGHzcEi14Fq,Bitcoin,,,95,2026-03-27T12:00:23.618+00:00,,https://blockchain.watch/alerts
3E7YbpXuhh3CWFks1jmvWoV8y5DvsfzE6n,Bitcoin,,,95,2026-03-27T12:00:23.572+00:00,,https://blockchain.watch/alerts
1Df883c96LVauVsx9FEgnsourD8DELwCUQ,Bitcoin,,,95,2026-03-27T12:00:23.487+00:00,,https://blockchain.watch/alerts
1CF46Rfbp97absrs7zb7dFfZS6qBXUm9EP,Bitcoin,,,95,2026-03-27T12:00:23.447+00:00,,https://blockchain.watch/alerts
1KUUJPkyDhamZXgpsyXqNGc3x1QPXtdhgz,Bitcoin,,,95,2026-03-27T12:00:23.401+00:00,,https://blockchain.watch/alerts
1LrxsRd7zNuxPJcL5rttnoeJFy1y4AffYY,Bitcoin,,,95,2026-03-27T12:00:23.335+00:00,,https://blockchain.watch/alerts
1LiNmTUPSJEd92ZgVJjAV3RT9BzUjvUCkx,Bitcoin,,,95,2026-03-27T12:00:23.29+00:00,,https://blockchain.watch/alerts
1295rkVyNfFpqZpXvKGhDqwhP1jZcNNDMV,Bitcoin,,,95,2026-03-27T12:00:23.248+00:00,,https://blockchain.watch/alerts
1J9oGoAiHeRfeMZeUnJ9W7RpV55CdKtgYE,Bitcoin,,,95,2026-03-27T12:00:23.195+00:00,,https://blockchain.watch/alerts
1ECeZBxCVJ8Wm2JSN3Cyc6rge2gnvD3W5K,Bitcoin,,,95,2026-03-27T12:00:23.142+00:00,,https://blockchain.watch/alerts
1Edue8XZCWNoDBNZgnQkCCivDyr9GEo4x6,Bitcoin,,,95,2026-03-27T12:00:23.098+00:00,,https://blockchain.watch/alerts
13mnk8SvDGqsQTHbiGiHBXqtaQCUKfcsnP,Bitcoin,,,95,2026-03-27T12:00:23.06+00:00,,https://blockchain.watch/alerts
1L4ncif9hh9TnUveqWq77HfWWt6CJWtrnb,Bitcoin,,,95,2026-03-27T12:00:23.004+00:00,,https://blockchain.watch/alerts
12HQDsicffSBaYdJ6BhnE22sfjTESmmzKx,Bitcoin,,,95,2026-03-27T12:00:22.957+00:00,,https://blockchain.watch/alerts
1JPfVv5cWRLx1js9NWxg46dG2CGbeRz4th,Bitcoin,,,95,2026-03-27T12:00:22.866+00:00,,https://blockchain.watch/alerts
17a5bpKvEp1j1Trs4qTbcNZrby53JbaS9C,Bitcoin,,,95,2026-03-27T12:00:22.632+00:00,,https://blockchain.watch/alerts
0x3cbded43efdaf0fc77b9c55f6fc9988fcc9b757d,Ethereum,,,95,2026-03-27T12:00:22.545+00:00,,https://blockchain.watch/alerts
0x9f4cda013e354b8fc285bf4b9a60460cee7f7ea9,Ethereum,,,95,2026-03-27T12:00:22.48+00:00,,https://blockchain.watch/alerts
3Gbs4rjcVUtQd8p3CiFUCxPLZwRqurezRZ,Bitcoin,,,95,2026-03-27T12:00:22.433+00:00,,https://blockchain.watch/alerts
1BiUFjzH6wsT73U3tfy4aXHCQsYQHzjk5h,Bitcoin,,,95,2026-03-27T12:00:21.225+00:00,,https://blockchain.watch/alerts
1KSAbh5trMCTZwhiNsuUQvfTtSSTT8zqRk,Bitcoin,,,95,2026-03-27T12:00:21.187+00:00,,https://blockchain.watch/alerts
16PhXY3hNNMTo8kpuJx2emh713KbWpkqci,Bitcoin,,,95,2026-03-27T12:00:21.09+00:00,,https://blockchain.watch/alerts
1NayLEVF3bEEbDtdF2Cwso1VdEtvVNh2qX,Bitcoin,,,95,2026-03-27T12:00:21.053+00:00,,https://blockchain.watch/alerts
182NGZbPJXwg2WDrhrPpR7tpiGQkNPF844,Bitcoin,,,95,2026-03-27T12:00:21.011+00:00,,https://blockchain.watch/alerts
1G9CKRHA3mx22DoT1QyNYrh85VSQ19Y1em,Bitcoin,,,95,2026-03-27T12:00:20.948+00:00,,https://blockchain.watch/alerts
1EYitrwBYNWuTBcjZFbEUdqHppe2raLpaF,Bitcoin,,,95,2026-03-27T12:00:20.897+00:00,,https://blockchain.watch/alerts
19D8PHBjZH29uS1uPZ4m3sVyqqfF8UFG9o,Bitcoin,,,95,2026-03-27T12:00:20.851+00:00,,https://blockchain.watch/alerts
1NE2NiGhhbkFPSEyNWwj7hKGhGDedBtSrQ,Bitcoin,,,95,2026-03-27T12:00:20.797+00:00,,https://blockchain.watch/alerts
1DbShx4r8i2XesthoDBf5EkYWz5dsKEusV,Bitcoin,,,95,2026-03-27T12:00:19.87+00:00,,https://blockchain.watch/alerts
1FRyL9gmFGbzfYDAB4iY9836DJe3KSnjP9,Bitcoin,,,95,2026-03-27T12:00:19.817+00:00,,https://blockchain.watch/alerts
1KgudqxMfYaGzqAA7MS4DcsqejtMteqhix,Bitcoin,,,95,2026-03-27T12:00:19.759+00:00,,https://blockchain.watch/alerts
13YBQr2Cp1YY3xqq2qngaPb7ca1o4ugeq6,Bitcoin,,,95,2026-03-27T12:00:19.715+00:00,,https://blockchain.watch/alerts
1PhqQpaGCrqSxQ6QDXcv14QCd1U98Zp34E,Bitcoin,,,95,2026-03-27T12:00:19.643+00:00,,https://blockchain.watch/alerts
15Pt4NwZaUmMUwS2bQbyyncc7mzgWShtv8,Bitcoin,,,95,2026-03-27T12:00:19.558+00:00,,https://blockchain.watch/alerts
1DYFJ6CuBvrxyoQSuBzVsNcetY9tvdsrag,Bitcoin,,,95,2026-03-27T12:00:19.486+00:00,,https://blockchain.watch/alerts
1MnbhWe5wr7Ut45ReyQsm96PwnM9jD7KaH,Bitcoin,,,95,2026-03-27T12:00:19.435+00:00,,https://blockchain.watch/alerts
18Qj1THHuETfYhuRDZycXJbWwDMGw73Poa,Bitcoin,,,95,2026-03-27T12:00:19.367+00:00,,https://blockchain.watch/alerts
1AoxtfiBQ22DvbhqAN9Ctb8sULMRhrdwTr,Bitcoin,,,95,2026-03-27T12:00:19.28+00:00,,https://blockchain.watch/alerts
1AeSq93WDNdLoEJ92sex7T8xQZoYYm8BtS,Bitcoin,,,95,2026-03-27T12:00:19.229+00:00,,https://blockchain.watch/alerts
1Fz29BQp82pE3vXXcsZoMNQ3KSHfMzfMe3,Bitcoin,,,95,2026-03-27T12:00:19.05+00:00,,https://blockchain.watch/alerts
0xa7e5d5a720f06526557c513402f2e6b5fa20b008,Ethereum,,,95,2026-03-27T12:00:18.961+00:00,,https://blockchain.watch/alerts
0x901bb9583b24d97e995513c6778dc6888ab6870e,Ethereum,,,95,2026-03-27T12:00:18.909+00:00,,https://blockchain.watch/alerts
1DT3tenf14cxz9WFNxmYrXFbB6TFiVWA9U,Bitcoin,,,95,2026-03-27T12:00:18.853+00:00,,https://blockchain.watch/alerts
12udabs2TkX7NXCSj6KpqXfakjE52ZPLhz,Bitcoin,,,95,2026-03-27T12:00:18.807+00:00,,https://blockchain.watch/alerts
0xd882cfc20f52f2599d84b8e8d58c7fb62cfe344b,Ethereum,,,95,2026-03-27T12:00:18.706+00:00,,https://blockchain.watch/alerts
1DDA93oZPn7wte2eR1ABwcFoxUFxkKMwCf,Bitcoin,,,95,2026-03-27T12:00:18.587+00:00,,https://blockchain.watch/alerts
1Q6saNmqKkyFB9mFR68Ck8F7Dp7dTopF2W,Bitcoin,,,95,2026-03-27T12:00:18.54+00:00,,https://blockchain.watch/alerts
0x7F367cC41522cE07553e823bf3be79A889DEbe1B,Ethereum,,,95,2026-03-27T12:00:18.413+00:00,,https://blockchain.watch/alerts
1Kys8fqDen8NGFUJ6AFcXfFW5qquuTH4eh,Bitcoin,,,95,2026-03-27T12:00:18.362+00:00,,https://blockchain.watch/alerts
1Q9UAQbcDezmyouFrzt94t4dSMxgsUfW1X,Bitcoin,,,95,2026-03-27T12:00:18.304+00:00,,https://blockchain.watch/alerts
3N6WeZ6i34taX8Ditser6LKWBcXmt2XXL4,Bitcoin,,,95,2026-03-27T12:00:17.125+00:00,,https://blockchain.watch/alerts
3MN8nYo1tt5hLxMwMbxDkXWd7Xu522hb9P,Bitcoin,,,95,2026-03-27T12:00:17.083+00:00,,https://blockchain.watch/alerts
3LbDu1rUXHNyiz4i8eb3KwkSSBMf7C583D,Bitcoin,,,95,2026-03-27T12:00:17.032+00:00,,https://blockchain.watch/alerts
3KHfXU24Bt3YD5Ef4J7uNp2buCuhrxfGen,Bitcoin,,,95,2026-03-27T12:00:16.992+00:00,,https://blockchain.watch/alerts
3JXKQ81JzBqVbB8VHdV9Jtd7auWokkdPgY,Bitcoin,,,95,2026-03-27T12:00:16.952+00:00,,https://blockchain.watch/alerts
3HQRveQzPifZorZLDXHernc5zjoZax8U9f,Bitcoin,,,95,2026-03-27T12:00:16.906+00:00,,https://blockchain.watch/alerts
3EeR8FbcPbkcGj77D6ttneJxmsr3Nu7KGV,Bitcoin,,,95,2026-03-27T12:00:16.861+00:00,,https://blockchain.watch/alerts
3E6rY4dSCDW6y2bzJNwrjvTtdmMQjB6yeh,Bitcoin,,,95,2026-03-27T12:00:16.785+00:00,,https://blockchain.watch/alerts
39fhoB2DohisGBbHvvfmkdPdShT75CNHdX,Bitcoin,,,95,2026-03-27T12:00:16.741+00:00,,https://blockchain.watch/alerts
39eboeqYNFe2VoLC3mUGx4dh6GNhLB3D2q,Bitcoin,,,95,2026-03-27T12:00:16.7+00:00,,https://blockchain.watch/alerts
17UVSMegvrzfobKC82dHXpZLtLcqzW9stF,Bitcoin,,,95,2026-03-27T12:00:16.648+00:00,,https://blockchain.watch/alerts
1EfMVkxQQuZfBdocpJu6RUsCJvenQWbQyE,Bitcoin,,,95,2026-03-27T12:00:16.601+00:00,,https://blockchain.watch/alerts
1Hn9ErTCPRP6j5UDBeuXPGuq5RtRjFJxJQ,Bitcoin,,,95,2026-03-27T12:00:16.511+00:00,,https://blockchain.watch/alerts
1AXUTu9y3H8w4wYx4BjyFWgRhZKDhmcMrn,Bitcoin,,,95,2026-03-27T12:00:16.472+00:00,,https://blockchain.watch/alerts
3F2sZ4jbhvDKQdGbHYPC6ZxFXEau2m5Lqj,Bitcoin,,,95,2026-03-27T12:00:16.394+00:00,,https://blockchain.watch/alerts
1F2Gdug9ib9NQMhKMGGJczzMk5SuENoqrp,Bitcoin,,,95,2026-03-27T12:00:16.329+00:00,,https://blockchain.watch/alerts
14kqryJUxM3a7aEi117KX9hoLUw592WsMR,Bitcoin,,,95,2026-03-27T12:00:16.291+00:00,,https://blockchain.watch/alerts
1PfwHNxUnkpfkK9MKjMqzR3Xq3KCtq9u17,Bitcoin,,,95,2026-03-27T12:00:16.208+00:00,,https://blockchain.watch/alerts
15YK647qtoZQDzNrvY6HJL6QwXduLHfT28,Bitcoin,,,95,2026-03-27T12:00:16.173+00:00,,https://blockchain.watch/alerts
134r8iHv69xdT6p5qVKTsHrcUEuBVZAYak,Bitcoin,,,95,2026-03-27T12:00:16.139+00:00,,https://blockchain.watch/alerts
0x08723392Ed15743cc38513C4925f5e6be5c17243,Ethereum,,,95,2026-03-27T12:00:15.644+00:00,,https://blockchain.watch/alerts
0x3e37627dEAA754090fBFbb8bd226c1CE66D255e9,Ethereum,,,95,2026-03-27T12:00:15.602+00:00,,https://blockchain.watch/alerts
0xF7B31119c2682c88d88D455dBb9d5932c65Cf1bE,Ethereum,,,95,2026-03-27T12:00:15.55+00:00,,https://blockchain.watch/alerts
0x35fB6f6DB4fb05e6A4cE86f2C93691425626d4b1,Ethereum,,,95,2026-03-27T12:00:15.501+00:00,,https://blockchain.watch/alerts
0x53b6936513e738f44FB50d2b9476730C0Ab3Bfc1,Ethereum,,,95,2026-03-27T12:00:15.455+00:00,,https://blockchain.watch/alerts
0x3Cffd56B47B7b41c56258D9C7731ABaDc360E073,Ethereum,,,95,2026-03-27T12:00:15.416+00:00,,https://blockchain.watch/alerts
0xa0e1c89Ef1a489c9C7dE96311eD5Ce5D32c20E4B,Ethereum,,,95,2026-03-27T12:00:15.376+00:00,,https://blockchain.watch/alerts
18uKfaUjgG52rVeXEi3wxnveww7zZuECtE,Bitcoin,,,95,2026-03-27T12:00:14.379+00:00,,https://blockchain.watch/alerts
3MkUNScqf21EcfWq6T4x2MFgBeSTqhB5t6,Bitcoin,,,95,2026-03-27T12:00:14.335+00:00,,https://blockchain.watch/alerts
33Kja69SQVc8kozpoP7Qw6HFtGxHkiWzTz,Bitcoin,,,95,2026-03-27T12:00:14.283+00:00,,https://blockchain.watch/alerts
1DH2xDH7TngrDU6LXciprKCBKNcPA1xX8A,Bitcoin,,,95,2026-03-27T12:00:14.182+00:00,,https://blockchain.watch/alerts
17ezuJoT3XBbdcwFZbkTnrXbup11F4uhiy,Bitcoin,,,95,2026-03-27T12:00:14.129+00:00,,https://blockchain.watch/alerts
1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V,Bitcoin,,,95,2026-03-27T12:00:14.027+00:00,,https://blockchain.watch/alerts
149w62rY42aZBox8fGcmqNsXUzSStKeq8C,Bitcoin,,,95,2026-03-27T12:00:13.866+00:00,,https://blockchain.watch/alerts
1JREJdZupiFhE7ZzQPtASuMCvvpXC7wRsC,Bitcoin,,,95,2026-03-27T12:00:13.437+00:00,,https://blockchain.watch/alerts
1EpMiZkQVekM5ij12nMiEwttFPcDK9XhX6,Bitcoin,,,95,2026-03-27T12:00:13.384+00:00,,https://blockchain.watch/alerts
1P3ZfGFLezzYGg9k5SVzQmnjyh7nrUmF2y,Bitcoin,,,95,2026-03-27T12:00:13.304+00:00,,https://blockchain.watch/alerts
13f59kUM5FU8MfTG7DCEugYarDhSD7XCoC,Bitcoin,,,95,2026-03-27T12:00:13.222+00:00,,https://blockchain.watch/alerts
1Kuf2Rd8mDyAViwBozGTNYnvWL8uYFrkVo,Bitcoin,,,95,2026-03-27T12:00:13.155+00:00,,https://blockchain.watch/alerts
12QtD5BFwRsdNsAZY76UVE1xyCGNTojH9h,Bitcoin,,,95,2026-03-27T12:00:13.112+00:00,,https://blockchain.watch/alerts
1Ptev5FoHrBqU7CLFbGmFpqvb66aYPBY9L,Bitcoin,Hydra Market,RU,94,2026-02-28T00:00:00+00:00,5200000000,https://blockchain.watch/sanctions/hydra-market
bc1q5shngj24323zshmq5af8f7d0f08kwrs8sqalu3,Bitcoin,Garantex,RU,85,2026-03-02T00:00:00+00:00,22000000,https://blockchain.watch/sanctions/garantex
bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh,Bitcoin,Garantex,RU,90,2026-03-07T00:00:00+00:00,48000000,https://blockchain.watch/sanctions/garantex
0x4F47bC496De0528bE7dEc476Da5286041A967a52,Ethereum,Lazarus Group,KP,92,2026-03-04T00:00:00+00:00,100000000,https://blockchain.watch/sanctions/lazarus-group
0xAb5801a7D398351b8bE11C439e05C5B3259aeC9B,Ethereum,Grinex,RU,72,2026-03-06T00:00:00+00:00,15000000,https://blockchain.watch/sanctions/grinex
bc1qw508d6qejxtdg4y5r3zarvary0c5xw7kv8f3t4,Bitcoin,Bitpapa,RU,75,2026-03-04T00:00:00+00:00,12000000,https://blockchain.watch/sanctions/bitpapa
0x742d35Cc6634C0532925a3b844Bc9e7595f2bD18,Ethereum,A7A5 Token,RU,82,2026-03-08T00:00:00+00:00,35000000,https://blockchain.watch/sanctions/a7a5-token
0xd882cFc20F52f2599D84b8e8D58C7FB62cfE344b,Ethereum,Tornado Cash,GLOBAL,88,2026-02-20T00:00:00+00:00,7000000000,https://blockchain.watch/sanctions/tornado-cash
bc1ql5dg9gykjmye0j6knsgarvkptm0aqxnp3kfnmy,Bitcoin,Blender.io,KP,83,2026-03-03T00:00:00+00:00,20500000,https://blockchain.watch/sanctions/blender-io
0x098B716B8Aaf21512996dC57EB0615e2383E2f96,Ethereum,Lazarus Group,KP,95,2026-03-27T12:00:15.299+00:00,625000000,https://blockchain.watch/sanctions/lazarus-group
0xE592427A0AEce92De3Edee1F18E0157C05861564,Ethereum,Lazarus Group,KP,90,2026-03-08T00:00:00+00:00,41000000,https://blockchain.watch/sanctions/lazarus-group
TKRx7Sswqov2ydCbFCQZu8NqPGb9CRmvjN,Tron,Chatex,LV,70,2026-02-25T00:00:00+00:00,8500000,https://blockchain.watch/sanctions/chatex
bc1q0w45h3gdfqpvll3hdqkhda6mmp5njqrdxf7zem,Bitcoin,Bitzlato,RU,78,2026-03-07T00:00:00+00:00,700000000,https://blockchain.watch/sanctions/bitzlato
0x8589427373D6D84E98730D7795D8f6f8731FDA16,Ethereum,Tornado Cash,GLOBAL,86,2026-03-01T00:00:00+00:00,455000000,https://blockchain.watch/sanctions/tornado-cash
bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,Bitcoin,Suex,RU,80,2026-03-05T00:00:00+00:00,160000000,https://blockchain.watch/sanctions/suex